Source,Target,Relationship,PublicationYear
10.1007/s11192-021-03984-1,10.1126/science.aao0185,CITES,2018
10.1007/s11192-021-03984-1,10.1080/00031305.2017.1375989,CITES,2018
10.1007/s11192-021-03984-1,10.1073/pnas.1720347115,CITES,2017
10.1007/s11192-021-03984-1,10.17863/CAM.48429,CITES,2017
10.1007/s11192-021-03984-1,10.1126/science.aal4230,CITES,2016
10.1007/s11192-021-03984-1,10.1098/rsta.2012.0375,CITES,2016
10.1007/s11192-021-03984-1,10.1162/tacl_a_00051,CITES,2016
10.1007/s11192-021-03984-1,10.1145/2939672.2939754,CITES,2016
10.1007/s11192-021-03984-1,10.1016/j.joi.2015.10.005,CITES,2015
10.1007/s11192-021-03984-1,10.1080/00091383.2015.1053777,CITES,2015
10.1007/s11192-021-03984-1,10.3115/v1/D14-1162,CITES,2014
10.1007/s11192-021-03984-1,10.1177/0011392114548640,CITES,2014
10.1007/s11192-021-03984-1,10.3115/v1/W14-3110,CITES,2014
10.1007/s11192-021-03984-1,10.1145/2623330.2623732,CITES,2014
10.1007/s11192-021-03984-1,10.1140/epjds/s13688-014-0011-3,CITES,2014
10.1007/s11192-021-03984-1,10.1038/497557a,CITES,2013
10.1007/s11192-021-03984-1,10.1017/nws.2013.2,CITES,2013
10.1007/s11192-021-03984-1,10.1057/HEP.2011.9,CITES,2011
10.1007/s11192-021-03984-1,10.5555/1953048.2078195,CITES,2011
10.1007/s11192-021-03984-1,10.1007/s11192-010-0162-3,CITES,2010
10.1007/s11192-021-03984-1,10.1007/s11192-009-2126-z,CITES,2009
10.1007/s11192-021-03984-1,10.3354/ESEP00084,CITES,2008
10.1007/s11192-021-03984-1,10.1214/07-AOAS114,CITES,2007
10.1007/s11192-021-03984-1,10.1111/J.1540-5907.2008.00338.X,CITES,2007
10.1007/s11192-021-03984-1,10.2307/41166348,CITES,2006
10.1007/s11192-021-03984-1,10.1023/B:SCIE.0000034384.35498.7d,CITES,2004
10.1007/s11192-021-03984-1,10.1038/430311a,CITES,2004
10.1007/s11192-021-03984-1,10.1177/000312240406900204,CITES,2004
10.1007/s11192-021-03984-1,10.1177/14761270030013002,CITES,2003
10.1007/s11192-021-03984-1,10.1016/B978-0-12-411519-4.00006-9,CITES,2003
10.1007/s11192-021-03984-1,10.1007/BF02458380,CITES,1998
10.1007/s11192-021-03984-1,10.1007/BF02459289,CITES,1997
10.1007/s11192-021-03984-1,10.1177/030631293023002004,CITES,1993
10.1007/s11192-021-03984-1,10.1162/neco.1989.1.4.541,CITES,1989
10.1007/s11192-021-03984-1,10.2307/2063283,CITES,1976
10.1007/s11192-021-03984-1,10.1002/asi.4630240406,CITES,1973
10.1007/s11192-021-03984-1,10.1126/SCIENCE.178.4060.471,CITES,1972
10.1007/s11192-021-03984-1,10.2514/8.5282,CITES,1960
10.1007/s11192-021-03984-1,10.1126/science.153.3731.34,CITES,1957
10.1007/s11192-021-03984-1,10.1109/TNNLS.2020.2978386,CITES,2019
10.1007/s11192-021-03984-1,10.18653/v1/N19-1423,CITES,2019
10.1007/s11192-021-03984-1,10.1007/978-3-319-73004-2_6,CITES,2018
10.1007/s11192-021-03984-1,10.1142/S1793351X16500045,CITES,2016
10.1007/s11192-021-03984-1,10.1002/asi.21419,CITES,2010
10.1007/s11192-021-03984-1,10.1109/TNN.2008.2005605,CITES,2009
10.1007/s11192-021-03984-1,10.1090/s0002-9947-1984-0756039-5,CITES,1984
10.1007/s11192-021-03984-1,10.2307/3104125,CITES,1979
10.1007/s11192-021-03984-1,10.1063/1.3128814,CITES,1973
10.1007/s11192-021-03984-1,10.7312/pric91844,CITES,1965
10.1007/s11192-021-03984-1,10.1002/ASI.5090140103,CITES,1963
10.1145/3543873.3587570,10.1145/2623330.2623732,CITES,2014
10.1145/2623330.2623732,10.1145/2487575.2487610,CITES,2013
10.1145/2623330.2623732,10.1145/3065386,CITES,2012
10.1145/2623330.2623732,10.1109/TPAMI.2013.50,CITES,2012
10.1145/2623330.2623732,10.1109/TASL.2011.2134090,CITES,2012
10.1145/2623330.2623732,10.1145/2020408.2020512,CITES,2011
10.1145/2623330.2623732,10.1007/s10618-010-0210-x,CITES,2011
10.1145/2623330.2623732,10.1109/ASONAM.2010.19,CITES,2010
10.1145/2623330.2623732,10.5555/1756006.1756025,CITES,2010
10.1145/2623330.2623732,10.1145/1645953.1646094,CITES,2009
10.1145/2623330.2623732,10.1145/1541880.1541882,CITES,2009
10.1145/2623330.2623732,10.1145/1557019.1557109,CITES,2009
10.1145/2623330.2623732,10.1007/s10994-008-5066-6,CITES,2008
10.1145/2623330.2623732,10.1201/b17320-16,CITES,2008
10.1145/2623330.2623732,10.1007/978-3-642-14929-0_1,CITES,2008
10.1145/2623330.2623732,10.1145/1401890.1401925,CITES,2008
10.1145/2623330.2623732,10.1145/1390156.1390177,CITES,2008
10.1145/2623330.2623732,10.5555/1756006.1859891,CITES,2008
10.1145/2623330.2623732,10.5555/1390681.1442794,CITES,2008
10.1145/2623330.2623732,10.1109/FOCS.2006.44,CITES,2006
10.1145/2623330.2623732,10.1073/PNAS.0601602103,CITES,2006
10.1145/2623330.2623732,10.1145/1090193.1090201,CITES,2005
10.1145/2623330.2623732,10.1145/956863.956972,CITES,2003
10.1145/2623330.2623732,10.1145/1007352.1007372,CITES,2003
10.1145/2623330.2623732,10.1016/0004-3702(91)90084-W,CITES,1991
10.1145/2623330.2623732,10.1109/TPAMI.1984.4767596,CITES,1984
10.1145/2623330.2623732,10.1109/TPAMI.1983.4767390,CITES,1983
10.1145/2623330.2623732,10.1086/jar.33.4.3629752,CITES,1977
10.1145/2623330.2623732,10.1007/978-0-387-31439-6_100248,CITES,2014
10.1145/2623330.2623732,10.1137/1.9781611972825.71,CITES,2012
10.1145/2623330.2623732,10.7551/mitpress/7432.001.0001,CITES,2007
10.1145/2623330.2623732,10.21236/ada452802,CITES,2003
10.1145/3543873.3587570,10.1109/ICDM54844.2022.00169,CITES,2022
10.1109/ICDM54844.2022.00169,10.1109/icassp43922.2022.9747635,CITES,2022
10.1109/ICDM54844.2022.00169,10.1145/3534678.3539418,CITES,2021
10.1109/ICDM54844.2022.00169,10.1609/aaai.v35i5.16514,CITES,2021
10.1109/ICDM54844.2022.00169,10.1609/aaai.v35i12.17332,CITES,2020
10.1109/ICDM54844.2022.00169,10.1145/3459637.3482488,CITES,2020
10.1109/ICDM54844.2022.00169,10.1109/TPAMI.2021.3134200,CITES,2020
10.1109/ICDM54844.2022.00169,10.1093/comnet/cnab014,CITES,2019
10.1109/ICDM54844.2022.00169,10.1609/AAAI.V34I04.5747,CITES,2019
10.1109/ICDM54844.2022.00169,10.1145/3397191,CITES,2019
10.1109/ICDM54844.2022.00169,10.1145/3292500.3330921,CITES,2019
10.1109/ICDM54844.2022.00169,10.18653/v1/P19-1247,CITES,2019
10.1109/ICDM54844.2022.00169,10.1109/ICCV.2019.00936,CITES,2019
10.1109/ICDM54844.2022.00169,10.1609/aaai.v32i1.11604,CITES,2018
10.1109/ICDM54844.2022.00169,10.17863/CAM.48429,CITES,2017
10.1109/ICDM54844.2022.00169,10.14778/2735479.2735490,CITES,2014
10.1109/ICDM54844.2022.00169,10.1145/1557019.1557108,CITES,2009
10.1109/ICDM54844.2022.00169,10.1201/b17320-16,CITES,2008
10.1109/ICDM54844.2022.00169,10.1145/1242572.1242600,CITES,2007
10.1109/ICDM54844.2022.00169,10.1103/PhysRevLett.89.208701,CITES,2002
